"id","slug","sku","title","category","category_path","short_description","long_description","base_price_usd","base_price_pkr","compare_at_price_pkr","image_1","image_2","stock","is_best_seller","is_new_arrival","tags","care_instructions","shipping_info","review_count","rating","review_status"
"horse-saddles-and-pads-saddle-pads-1","horse-saddles-and-pads-saddle-pads-1","EQM-0118","Heritage Saddle Pads Edition","Horse","Horse > Saddles & Pads > Saddle Pads","Saddle Pads engineered for dependable daily use in saddles & pads workflows. Built with premium materials to balance durability, comfort, and clean finish.","Saddle Pads engineered for dependable daily use in saddles & pads workflows. Built with premium materials to balance durability, comfort, and clean finish. This product is designed for consistent performance and professional presentation.","129","36120","39732","/place holder/1.webp","/place holder/2.webp","35","true","false","saddle-pads|horse","","","0","0","pending_feature"
"horse-saddles-and-pads-saddle-pads-2","horse-saddles-and-pads-saddle-pads-2","EQM-0119","Performance Saddle Pads Series","Horse","Horse > Saddles & Pads > Saddle Pads","Saddle Pads engineered for dependable daily use in saddles & pads workflows. Built with premium materials to balance durability, comfort, and clean finish.","Saddle Pads engineered for dependable daily use in saddles & pads workflows. Built with premium materials to balance durability, comfort, and clean finish. This product is designed for consistent performance and professional presentation.","414","115920","127512","/place holder/1.webp","/place holder/2.webp","45","false","false","saddle-pads|horse","","","0","0","pending_feature"
"horse-saddles-and-pads-saddle-pads-3","horse-saddles-and-pads-saddle-pads-3","EQM-0120","Premier Saddle Pads Collection","Horse","Horse > Saddles & Pads > Saddle Pads","Saddle Pads engineered for dependable daily use in saddles & pads workflows. Built with premium materials to balance durability, comfort, and clean finish.","Saddle Pads engineered for dependable daily use in saddles & pads workflows. Built with premium materials to balance durability, comfort, and clean finish. This product is designed for consistent performance and professional presentation.","699","195720","215292","/place holder/1.webp","/place holder/2.webp","55","false","true","saddle-pads|horse","","","0","0","pending_feature"
"horse-saddles-and-pads-correction-pads-1","horse-saddles-and-pads-correction-pads-1","EQM-0121","Heritage Correction Pads Edition","Horse","Horse > Saddles & Pads > Correction Pads","Correction Pads engineered for dependable daily use in saddles & pads workflows. Built with premium materials to balance durability, comfort, and clean finish.","Correction Pads engineered for dependable daily use in saddles & pads workflows. Built with premium materials to balance durability, comfort, and clean finish. This product is designed for consistent performance and professional presentation.","129","36120","39732","/place holder/1.webp","/place holder/2.webp","35","true","false","correction-pads|horse","","","0","0","pending_feature"
"horse-saddles-and-pads-correction-pads-2","horse-saddles-and-pads-correction-pads-2","EQM-0122","Performance Correction Pads Series","Horse","Horse > Saddles & Pads > Correction Pads","Correction Pads engineered for dependable daily use in saddles & pads workflows. Built with premium materials to balance durability, comfort, and clean finish.","Correction Pads engineered for dependable daily use in saddles & pads workflows. Built with premium materials to balance durability, comfort, and clean finish. This product is designed for consistent performance and professional presentation.","414","115920","127512","/place holder/1.webp","/place holder/2.webp","45","false","false","correction-pads|horse","","","0","0","pending_feature"
"horse-saddles-and-pads-correction-pads-3","horse-saddles-and-pads-correction-pads-3","EQM-0123","Premier Correction Pads Collection","Horse","Horse > Saddles & Pads > Correction Pads","Correction Pads engineered for dependable daily use in saddles & pads workflows. Built with premium materials to balance durability, comfort, and clean finish.","Correction Pads engineered for dependable daily use in saddles & pads workflows. Built with premium materials to balance durability, comfort, and clean finish. This product is designed for consistent performance and professional presentation.","699","195720","215292","/place holder/1.webp","/place holder/2.webp","55","false","true","correction-pads|horse","","","0","0","pending_feature"
"horse-saddles-and-pads-bareback-pads-1","horse-saddles-and-pads-bareback-pads-1","EQM-0124","Heritage Bareback Pads Edition","Horse","Horse > Saddles & Pads > Bareback Pads","Bareback Pads engineered for dependable daily use in saddles & pads workflows. Built with premium materials to balance durability, comfort, and clean finish.","Bareback Pads engineered for dependable daily use in saddles & pads workflows. Built with premium materials to balance durability, comfort, and clean finish. This product is designed for consistent performance and professional presentation.","129","36120","39732","/place holder/1.webp","/place holder/2.webp","35","true","false","bareback-pads|horse","","","0","0","pending_feature"
"horse-saddles-and-pads-bareback-pads-2","horse-saddles-and-pads-bareback-pads-2","EQM-0125","Performance Bareback Pads Series","Horse","Horse > Saddles & Pads > Bareback Pads","Bareback Pads engineered for dependable daily use in saddles & pads workflows. Built with premium materials to balance durability, comfort, and clean finish.","Bareback Pads engineered for dependable daily use in saddles & pads workflows. Built with premium materials to balance durability, comfort, and clean finish. This product is designed for consistent performance and professional presentation.","414","115920","127512","/place holder/1.webp","/place holder/2.webp","45","false","false","bareback-pads|horse","","","0","0","pending_feature"
"horse-saddles-and-pads-bareback-pads-3","horse-saddles-and-pads-bareback-pads-3","EQM-0126","Premier Bareback Pads Collection","Horse","Horse > Saddles & Pads > Bareback Pads","Bareback Pads engineered for dependable daily use in saddles & pads workflows. Built with premium materials to balance durability, comfort, and clean finish.","Bareback Pads engineered for dependable daily use in saddles & pads workflows. Built with premium materials to balance durability, comfort, and clean finish. This product is designed for consistent performance and professional presentation.","699","195720","215292","/place holder/1.webp","/place holder/2.webp","55","false","true","bareback-pads|horse","","","0","0","pending_feature"
"horse-saddles-and-pads-saddle-covers-and-accessories-1","horse-saddles-and-pads-saddle-covers-and-accessories-1","EQM-0127","Heritage Saddle Covers & Accessories Edition","Horse","Horse > Saddles & Pads > Saddle Covers & Accessories","Saddle Covers & Accessories engineered for dependable daily use in saddles & pads workflows. Built with premium materials to balance durability, comfort, and clean finish.","Saddle Covers & Accessories engineered for dependable daily use in saddles & pads workflows. Built with premium materials to balance durability, comfort, and clean finish. This product is designed for consistent performance and professional presentation.","129","36120","39732","/place holder/1.webp","/place holder/2.webp","35","true","false","saddle-covers-and-accessories|horse","","","0","0","pending_feature"
"horse-saddles-and-pads-saddle-covers-and-accessories-2","horse-saddles-and-pads-saddle-covers-and-accessories-2","EQM-0128","Performance Saddle Covers & Accessories Series","Horse","Horse > Saddles & Pads > Saddle Covers & Accessories","Saddle Covers & Accessories engineered for dependable daily use in saddles & pads workflows. Built with premium materials to balance durability, comfort, and clean finish.","Saddle Covers & Accessories engineered for dependable daily use in saddles & pads workflows. Built with premium materials to balance durability, comfort, and clean finish. This product is designed for consistent performance and professional presentation.","414","115920","127512","/place holder/1.webp","/place holder/2.webp","45","false","false","saddle-covers-and-accessories|horse","","","0","0","pending_feature"
"horse-saddles-and-pads-saddle-covers-and-accessories-3","horse-saddles-and-pads-saddle-covers-and-accessories-3","EQM-0129","Premier Saddle Covers & Accessories Collection","Horse","Horse > Saddles & Pads > Saddle Covers & Accessories","Saddle Covers & Accessories engineered for dependable daily use in saddles & pads workflows. Built with premium materials to balance durability, comfort, and clean finish.","Saddle Covers & Accessories engineered for dependable daily use in saddles & pads workflows. Built with premium materials to balance durability, comfort, and clean finish. This product is designed for consistent performance and professional presentation.","699","195720","215292","/place holder/1.webp","/place holder/2.webp","55","false","true","saddle-covers-and-accessories|horse","","","0","0","pending_feature"
"horse-girths-and-cinches-english-girths-1","horse-girths-and-cinches-english-girths-1","EQM-0130","Heritage English Girths Edition","Horse","Horse > Girths & Cinches > English Girths","English Girths engineered for dependable daily use in girths & cinches workflows. Built with premium materials to balance durability, comfort, and clean finish.","English Girths engineered for dependable daily use in girths & cinches workflows. Built with premium materials to balance durability, comfort, and clean finish. This product is designed for consistent performance and professional presentation.","29","8120","8932","/place holder/1.webp","/place holder/2.webp","35","true","false","english-girths|horse","","","0","0","pending_feature"
"horse-girths-and-cinches-english-girths-2","horse-girths-and-cinches-english-girths-2","EQM-0131","Performance English Girths Series","Horse","Horse > Girths & Cinches > English Girths","English Girths engineered for dependable daily use in girths & cinches workflows. Built with premium materials to balance durability, comfort, and clean finish.","English Girths engineered for dependable daily use in girths & cinches workflows. Built with premium materials to balance durability, comfort, and clean finish. This product is designed for consistent performance and professional presentation.","74.5","20860","22946","/place holder/1.webp","/place holder/2.webp","45","false","false","english-girths|horse","","","0","0","pending_feature"
"horse-girths-and-cinches-english-girths-3","horse-girths-and-cinches-english-girths-3","EQM-0132","Premier English Girths Collection","Horse","Horse > Girths & Cinches > English Girths","English Girths engineered for dependable daily use in girths & cinches workflows. Built with premium materials to balance durability, comfort, and clean finish.","English Girths engineered for dependable daily use in girths & cinches workflows. Built with premium materials to balance durability, comfort, and clean finish. This product is designed for consistent performance and professional presentation.","120","33600","36960","/place holder/1.webp","/place holder/2.webp","55","false","true","english-girths|horse","","","0","0","pending_feature"
"horse-girths-and-cinches-dressage-girths-1","horse-girths-and-cinches-dressage-girths-1","EQM-0133","Heritage Dressage Girths Edition","Horse","Horse > Girths & Cinches > Dressage Girths","Dressage Girths engineered for dependable daily use in girths & cinches workflows. Built with premium materials to balance durability, comfort, and clean finish.","Dressage Girths engineered for dependable daily use in girths & cinches workflows. Built with premium materials to balance durability, comfort, and clean finish. This product is designed for consistent performance and professional presentation.","29","8120","8932","/place holder/1.webp","/place holder/2.webp","35","true","false","dressage-girths|horse","","","0","0","pending_feature"
"horse-girths-and-cinches-dressage-girths-2","horse-girths-and-cinches-dressage-girths-2","EQM-0134","Performance Dressage Girths Series","Horse","Horse > Girths & Cinches > Dressage Girths","Dressage Girths engineered for dependable daily use in girths & cinches workflows. Built with premium materials to balance durability, comfort, and clean finish.","Dressage Girths engineered for dependable daily use in girths & cinches workflows. Built with premium materials to balance durability, comfort, and clean finish. This product is designed for consistent performance and professional presentation.","74.5","20860","22946","/place holder/1.webp","/place holder/2.webp","45","false","false","dressage-girths|horse","","","0","0","pending_feature"
"horse-girths-and-cinches-dressage-girths-3","horse-girths-and-cinches-dressage-girths-3","EQM-0135","Premier Dressage Girths Collection","Horse","Horse > Girths & Cinches > Dressage Girths","Dressage Girths engineered for dependable daily use in girths & cinches workflows. Built with premium materials to balance durability, comfort, and clean finish.","Dressage Girths engineered for dependable daily use in girths & cinches workflows. Built with premium materials to balance durability, comfort, and clean finish. This product is designed for consistent performance and professional presentation.","120","33600","36960","/place holder/1.webp","/place holder/2.webp","55","false","true","dressage-girths|horse","","","0","0","pending_feature"
"horse-girths-and-cinches-western-cinches-1","horse-girths-and-cinches-western-cinches-1","EQM-0136","Heritage Western Cinches Edition","Horse","Horse > Girths & Cinches > Western Cinches","Western Cinches engineered for dependable daily use in girths & cinches workflows. Built with premium materials to balance durability, comfort, and clean finish.","Western Cinches engineered for dependable daily use in girths & cinches workflows. Built with premium materials to balance durability, comfort, and clean finish. This product is designed for consistent performance and professional presentation.","29","8120","8932","/place holder/1.webp","/place holder/2.webp","35","true","false","western-cinches|horse","","","0","0","pending_feature"
"horse-girths-and-cinches-western-cinches-2","horse-girths-and-cinches-western-cinches-2","EQM-0137","Performance Western Cinches Series","Horse","Horse > Girths & Cinches > Western Cinches","Western Cinches engineered for dependable daily use in girths & cinches workflows. Built with premium materials to balance durability, comfort, and clean finish.","Western Cinches engineered for dependable daily use in girths & cinches workflows. Built with premium materials to balance durability, comfort, and clean finish. This product is designed for consistent performance and professional presentation.","74.5","20860","22946","/place holder/1.webp","/place holder/2.webp","45","false","false","western-cinches|horse","","","0","0","pending_feature"
"horse-girths-and-cinches-western-cinches-3","horse-girths-and-cinches-western-cinches-3","EQM-0138","Premier Western Cinches Collection","Horse","Horse > Girths & Cinches > Western Cinches","Western Cinches engineered for dependable daily use in girths & cinches workflows. Built with premium materials to balance durability, comfort, and clean finish.","Western Cinches engineered for dependable daily use in girths & cinches workflows. Built with premium materials to balance durability, comfort, and clean finish. This product is designed for consistent performance and professional presentation.","120","33600","36960","/place holder/1.webp","/place holder/2.webp","55","false","true","western-cinches|horse","","","0","0","pending_feature"
"horse-halters-and-leads-leather-halters-1","horse-halters-and-leads-leather-halters-1","EQM-0139","Heritage Leather Halters Edition","Horse","Horse > Halters & Leads > Leather Halters","Leather Halters engineered for dependable daily use in halters & leads workflows. Built with premium materials to balance durability, comfort, and clean finish.","Leather Halters engineered for dependable daily use in halters & leads workflows. Built with premium materials to balance durability, comfort, and clean finish. This product is designed for consistent performance and professional presentation.","29","8120","8932","/place holder/1.webp","/place holder/2.webp","35","true","false","leather-halters|horse","","","0","0","pending_feature"
"horse-halters-and-leads-leather-halters-2","horse-halters-and-leads-leather-halters-2","EQM-0140","Performance Leather Halters Series","Horse","Horse > Halters & Leads > Leather Halters","Leather Halters engineered for dependable daily use in halters & leads workflows. Built with premium materials to balance durability, comfort, and clean finish.","Leather Halters engineered for dependable daily use in halters & leads workflows. Built with premium materials to balance durability, comfort, and clean finish. This product is designed for consistent performance and professional presentation.","74.5","20860","22946","/place holder/1.webp","/place holder/2.webp","45","false","false","leather-halters|horse","","","0","0","pending_feature"
"horse-halters-and-leads-leather-halters-3","horse-halters-and-leads-leather-halters-3","EQM-0141","Premier Leather Halters Collection","Horse","Horse > Halters & Leads > Leather Halters","Leather Halters engineered for dependable daily use in halters & leads workflows. Built with premium materials to balance durability, comfort, and clean finish.","Leather Halters engineered for dependable daily use in halters & leads workflows. Built with premium materials to balance durability, comfort, and clean finish. This product is designed for consistent performance and professional presentation.","120","33600","36960","/place holder/1.webp","/place holder/2.webp","55","false","true","leather-halters|horse","","","0","0","pending_feature"
"horse-halters-and-leads-nylon-halters-1","horse-halters-and-leads-nylon-halters-1","EQM-0142","Heritage Nylon Halters Edition","Horse","Horse > Halters & Leads > Nylon Halters","Nylon Halters engineered for dependable daily use in halters & leads workflows. Built with premium materials to balance durability, comfort, and clean finish.","Nylon Halters engineered for dependable daily use in halters & leads workflows. Built with premium materials to balance durability, comfort, and clean finish. This product is designed for consistent performance and professional presentation.","29","8120","8932","/place holder/1.webp","/place holder/2.webp","35","true","false","nylon-halters|horse","","","0","0","pending_feature"
"horse-halters-and-leads-nylon-halters-2","horse-halters-and-leads-nylon-halters-2","EQM-0143","Performance Nylon Halters Series","Horse","Horse > Halters & Leads > Nylon Halters","Nylon Halters engineered for dependable daily use in halters & leads workflows. Built with premium materials to balance durability, comfort, and clean finish.","Nylon Halters engineered for dependable daily use in halters & leads workflows. Built with premium materials to balance durability, comfort, and clean finish. This product is designed for consistent performance and professional presentation.","74.5","20860","22946","/place holder/1.webp","/place holder/2.webp","45","false","false","nylon-halters|horse","","","0","0","pending_feature"
"horse-halters-and-leads-nylon-halters-3","horse-halters-and-leads-nylon-halters-3","EQM-0144","Premier Nylon Halters Collection","Horse","Horse > Halters & Leads > Nylon Halters","Nylon Halters engineered for dependable daily use in halters & leads workflows. Built with premium materials to balance durability, comfort, and clean finish.","Nylon Halters engineered for dependable daily use in halters & leads workflows. Built with premium materials to balance durability, comfort, and clean finish. This product is designed for consistent performance and professional presentation.","120","33600","36960","/place holder/1.webp","/place holder/2.webp","55","false","true","nylon-halters|horse","","","0","0","pending_feature"
"horse-halters-and-leads-rope-halters-1","horse-halters-and-leads-rope-halters-1","EQM-0145","Heritage Rope Halters Edition","Horse","Horse > Halters & Leads > Rope Halters","Rope Halters engineered for dependable daily use in halters & leads workflows. Built with premium materials to balance durability, comfort, and clean finish.","Rope Halters engineered for dependable daily use in halters & leads workflows. Built with premium materials to balance durability, comfort, and clean finish. This product is designed for consistent performance and professional presentation.","29","8120","8932","/place holder/1.webp","/place holder/2.webp","35","true","false","rope-halters|horse","","","0","0","pending_feature"
"horse-halters-and-leads-rope-halters-2","horse-halters-and-leads-rope-halters-2","EQM-0146","Performance Rope Halters Series","Horse","Horse > Halters & Leads > Rope Halters","Rope Halters engineered for dependable daily use in halters & leads workflows. Built with premium materials to balance durability, comfort, and clean finish.","Rope Halters engineered for dependable daily use in halters & leads workflows. Built with premium materials to balance durability, comfort, and clean finish. This product is designed for consistent performance and professional presentation.","74.5","20860","22946","/place holder/1.webp","/place holder/2.webp","45","false","false","rope-halters|horse","","","0","0","pending_feature"
"horse-halters-and-leads-rope-halters-3","horse-halters-and-leads-rope-halters-3","EQM-0147","Premier Rope Halters Collection","Horse","Horse > Halters & Leads > Rope Halters","Rope Halters engineered for dependable daily use in halters & leads workflows. Built with premium materials to balance durability, comfort, and clean finish.","Rope Halters engineered for dependable daily use in halters & leads workflows. Built with premium materials to balance durability, comfort, and clean finish. This product is designed for consistent performance and professional presentation.","120","33600","36960","/place holder/1.webp","/place holder/2.webp","55","false","true","rope-halters|horse","","","0","0","pending_feature"
"horse-halters-and-leads-poly-halters-pvc-halters-1","horse-halters-and-leads-poly-halters-pvc-halters-1","EQM-0148","Heritage Poly Halters / PVC Halters Edition","Horse","Horse > Halters & Leads > Poly Halters / PVC Halters","Poly Halters / PVC Halters engineered for dependable daily use in halters & leads workflows. Built with premium materials to balance durability, comfort, and clean finish.","Poly Halters / PVC Halters engineered for dependable daily use in halters & leads workflows. Built with premium materials to balance durability, comfort, and clean finish. This product is designed for consistent performance and professional presentation.","29","8120","8932","/place holder/1.webp","/place holder/2.webp","35","true","false","poly-halters-pvc-halters|horse","","","0","0","pending_feature"
"horse-halters-and-leads-poly-halters-pvc-halters-2","horse-halters-and-leads-poly-halters-pvc-halters-2","EQM-0149","Performance Poly Halters / PVC Halters Series","Horse","Horse > Halters & Leads > Poly Halters / PVC Halters","Poly Halters / PVC Halters engineered for dependable daily use in halters & leads workflows. Built with premium materials to balance durability, comfort, and clean finish.","Poly Halters / PVC Halters engineered for dependable daily use in halters & leads workflows. Built with premium materials to balance durability, comfort, and clean finish. This product is designed for consistent performance and professional presentation.","74.5","20860","22946","/place holder/1.webp","/place holder/2.webp","45","false","false","poly-halters-pvc-halters|horse","","","0","0","pending_feature"
"horse-halters-and-leads-poly-halters-pvc-halters-3","horse-halters-and-leads-poly-halters-pvc-halters-3","EQM-0150","Premier Poly Halters / PVC Halters Collection","Horse","Horse > Halters & Leads > Poly Halters / PVC Halters","Poly Halters / PVC Halters engineered for dependable daily use in halters & leads workflows. Built with premium materials to balance durability, comfort, and clean finish.","Poly Halters / PVC Halters engineered for dependable daily use in halters & leads workflows. Built with premium materials to balance durability, comfort, and clean finish. This product is designed for consistent performance and professional presentation.","120","33600","36960","/place holder/1.webp","/place holder/2.webp","55","false","true","poly-halters-pvc-halters|horse","","","0","0","pending_feature"
"horse-halters-and-leads-synthetic-waterproof-halters-1","horse-halters-and-leads-synthetic-waterproof-halters-1","EQM-0151","Heritage Synthetic Waterproof Halters Edition","Horse","Horse > Halters & Leads > Synthetic Waterproof Halters","Synthetic Waterproof Halters engineered for dependable daily use in halters & leads workflows. Built with premium materials to balance durability, comfort, and clean finish.","Synthetic Waterproof Halters engineered for dependable daily use in halters & leads workflows. Built with premium materials to balance durability, comfort, and clean finish. This product is designed for consistent performance and professional presentation.","29","8120","8932","/place holder/1.webp","/place holder/2.webp","35","true","false","synthetic-waterproof-halters|horse","","","0","0","pending_feature"
"horse-halters-and-leads-synthetic-waterproof-halters-2","horse-halters-and-leads-synthetic-waterproof-halters-2","EQM-0152","Performance Synthetic Waterproof Halters Series","Horse","Horse > Halters & Leads > Synthetic Waterproof Halters","Synthetic Waterproof Halters engineered for dependable daily use in halters & leads workflows. Built with premium materials to balance durability, comfort, and clean finish.","Synthetic Waterproof Halters engineered for dependable daily use in halters & leads workflows. Built with premium materials to balance durability, comfort, and clean finish. This product is designed for consistent performance and professional presentation.","74.5","20860","22946","/place holder/1.webp","/place holder/2.webp","45","false","false","synthetic-waterproof-halters|horse","","","0","0","pending_feature"
"horse-halters-and-leads-synthetic-waterproof-halters-3","horse-halters-and-leads-synthetic-waterproof-halters-3","EQM-0153","Premier Synthetic Waterproof Halters Collection","Horse","Horse > Halters & Leads > Synthetic Waterproof Halters","Synthetic Waterproof Halters engineered for dependable daily use in halters & leads workflows. Built with premium materials to balance durability, comfort, and clean finish.","Synthetic Waterproof Halters engineered for dependable daily use in halters & leads workflows. Built with premium materials to balance durability, comfort, and clean finish. This product is designed for consistent performance and professional presentation.","120","33600","36960","/place holder/1.webp","/place holder/2.webp","55","false","true","synthetic-waterproof-halters|horse","","","0","0","pending_feature"
"horse-halters-and-leads-lead-ropes-1","horse-halters-and-leads-lead-ropes-1","EQM-0154","Heritage Lead Ropes Edition","Horse","Horse > Halters & Leads > Lead Ropes","Lead Ropes engineered for dependable daily use in halters & leads workflows. Built with premium materials to balance durability, comfort, and clean finish.","Lead Ropes engineered for dependable daily use in halters & leads workflows. Built with premium materials to balance durability, comfort, and clean finish. This product is designed for consistent performance and professional presentation.","29","8120","8932","/place holder/1.webp","/place holder/2.webp","35","true","false","lead-ropes|horse","","","0","0","pending_feature"
"horse-halters-and-leads-lead-ropes-2","horse-halters-and-leads-lead-ropes-2","EQM-0155","Performance Lead Ropes Series","Horse","Horse > Halters & Leads > Lead Ropes","Lead Ropes engineered for dependable daily use in halters & leads workflows. Built with premium materials to balance durability, comfort, and clean finish.","Lead Ropes engineered for dependable daily use in halters & leads workflows. Built with premium materials to balance durability, comfort, and clean finish. This product is designed for consistent performance and professional presentation.","74.5","20860","22946","/place holder/1.webp","/place holder/2.webp","45","false","false","lead-ropes|horse","","","0","0","pending_feature"
"horse-halters-and-leads-lead-ropes-3","horse-halters-and-leads-lead-ropes-3","EQM-0156","Premier Lead Ropes Collection","Horse","Horse > Halters & Leads > Lead Ropes","Lead Ropes engineered for dependable daily use in halters & leads workflows. Built with premium materials to balance durability, comfort, and clean finish.","Lead Ropes engineered for dependable daily use in halters & leads workflows. Built with premium materials to balance durability, comfort, and clean finish. This product is designed for consistent performance and professional presentation.","120","33600","36960","/place holder/1.webp","/place holder/2.webp","55","false","true","lead-ropes|horse","","","0","0","pending_feature"
"horse-halters-and-leads-show-halters-1","horse-halters-and-leads-show-halters-1","EQM-0157","Heritage Show Halters Edition","Horse","Horse > Halters & Leads > Show Halters","Show Halters engineered for dependable daily use in halters & leads workflows. Built with premium materials to balance durability, comfort, and clean finish.","Show Halters engineered for dependable daily use in halters & leads workflows. Built with premium materials to balance durability, comfort, and clean finish. This product is designed for consistent performance and professional presentation.","29","8120","8932","/place holder/1.webp","/place holder/2.webp","35","true","false","show-halters|horse","","","0","0","pending_feature"
"horse-halters-and-leads-show-halters-2","horse-halters-and-leads-show-halters-2","EQM-0158","Performance Show Halters Series","Horse","Horse > Halters & Leads > Show Halters","Show Halters engineered for dependable daily use in halters & leads workflows. Built with premium materials to balance durability, comfort, and clean finish.","Show Halters engineered for dependable daily use in halters & leads workflows. Built with premium materials to balance durability, comfort, and clean finish. This product is designed for consistent performance and professional presentation.","74.5","20860","22946","/place holder/1.webp","/place holder/2.webp","45","false","false","show-halters|horse","","","0","0","pending_feature"
"horse-halters-and-leads-show-halters-3","horse-halters-and-leads-show-halters-3","EQM-0159","Premier Show Halters Collection","Horse","Horse > Halters & Leads > Show Halters","Show Halters engineered for dependable daily use in halters & leads workflows. Built with premium materials to balance durability, comfort, and clean finish.","Show Halters engineered for dependable daily use in halters & leads workflows. Built with premium materials to balance durability, comfort, and clean finish. This product is designed for consistent performance and professional presentation.","120","33600","36960","/place holder/1.webp","/place holder/2.webp","55","false","true","show-halters|horse","","","0","0","pending_feature"
"horse-training-equipment-martingales-1","horse-training-equipment-martingales-1","EQM-0160","Heritage Martingales Edition","Horse","Horse > Training Equipment > Martingales","Martingales engineered for dependable daily use in training equipment workflows. Built with premium materials to balance durability, comfort, and clean finish.","Martingales engineered for dependable daily use in training equipment workflows. Built with premium materials to balance durability, comfort, and clean finish. This product is designed for consistent performance and professional presentation.","29","8120","8932","/place holder/1.webp","/place holder/2.webp","35","true","false","martingales|horse","","","0","0","pending_feature"
"horse-training-equipment-martingales-2","horse-training-equipment-martingales-2","EQM-0161","Performance Martingales Series","Horse","Horse > Training Equipment > Martingales","Martingales engineered for dependable daily use in training equipment workflows. Built with premium materials to balance durability, comfort, and clean finish.","Martingales engineered for dependable daily use in training equipment workflows. Built with premium materials to balance durability, comfort, and clean finish. This product is designed for consistent performance and professional presentation.","74.5","20860","22946","/place holder/1.webp","/place holder/2.webp","45","false","false","martingales|horse","","","0","0","pending_feature"
"horse-training-equipment-martingales-3","horse-training-equipment-martingales-3","EQM-0162","Premier Martingales Collection","Horse","Horse > Training Equipment > Martingales","Martingales engineered for dependable daily use in training equipment workflows. Built with premium materials to balance durability, comfort, and clean finish.","Martingales engineered for dependable daily use in training equipment workflows. Built with premium materials to balance durability, comfort, and clean finish. This product is designed for consistent performance and professional presentation.","120","33600","36960","/place holder/1.webp","/place holder/2.webp","55","false","true","martingales|horse","","","0","0","pending_feature"
"horse-training-equipment-breastplates-1","horse-training-equipment-breastplates-1","EQM-0163","Heritage Breastplates Edition","Horse","Horse > Training Equipment > Breastplates","Breastplates engineered for dependable daily use in training equipment workflows. Built with premium materials to balance durability, comfort, and clean finish.","Breastplates engineered for dependable daily use in training equipment workflows. Built with premium materials to balance durability, comfort, and clean finish. This product is designed for consistent performance and professional presentation.","29","8120","8932","/place holder/1.webp","/place holder/2.webp","35","true","false","breastplates|horse","","","0","0","pending_feature"
"horse-training-equipment-breastplates-2","horse-training-equipment-breastplates-2","EQM-0164","Performance Breastplates Series","Horse","Horse > Training Equipment > Breastplates","Breastplates engineered for dependable daily use in training equipment workflows. Built with premium materials to balance durability, comfort, and clean finish.","Breastplates engineered for dependable daily use in training equipment workflows. Built with premium materials to balance durability, comfort, and clean finish. This product is designed for consistent performance and professional presentation.","74.5","20860","22946","/place holder/1.webp","/place holder/2.webp","45","false","false","breastplates|horse","","","0","0","pending_feature"
"horse-training-equipment-breastplates-3","horse-training-equipment-breastplates-3","EQM-0165","Premier Breastplates Collection","Horse","Horse > Training Equipment > Breastplates","Breastplates engineered for dependable daily use in training equipment workflows. Built with premium materials to balance durability, comfort, and clean finish.","Breastplates engineered for dependable daily use in training equipment workflows. Built with premium materials to balance durability, comfort, and clean finish. This product is designed for consistent performance and professional presentation.","120","33600","36960","/place holder/1.webp","/place holder/2.webp","55","false","true","breastplates|horse","","","0","0","pending_feature"
"horse-training-equipment-side-reins-1","horse-training-equipment-side-reins-1","EQM-0166","Heritage Side Reins Edition","Horse","Horse > Training Equipment > Side Reins","Side Reins engineered for dependable daily use in training equipment workflows. Built with premium materials to balance durability, comfort, and clean finish.","Side Reins engineered for dependable daily use in training equipment workflows. Built with premium materials to balance durability, comfort, and clean finish. This product is designed for consistent performance and professional presentation.","29","8120","8932","/place holder/1.webp","/place holder/2.webp","35","true","false","side-reins|horse","","","0","0","pending_feature"
"horse-training-equipment-side-reins-2","horse-training-equipment-side-reins-2","EQM-0167","Performance Side Reins Series","Horse","Horse > Training Equipment > Side Reins","Side Reins engineered for dependable daily use in training equipment workflows. Built with premium materials to balance durability, comfort, and clean finish.","Side Reins engineered for dependable daily use in training equipment workflows. Built with premium materials to balance durability, comfort, and clean finish. This product is designed for consistent performance and professional presentation.","74.5","20860","22946","/place holder/1.webp","/place holder/2.webp","45","false","false","side-reins|horse","","","0","0","pending_feature"
"horse-training-equipment-side-reins-3","horse-training-equipment-side-reins-3","EQM-0168","Premier Side Reins Collection","Horse","Horse > Training Equipment > Side Reins","Side Reins engineered for dependable daily use in training equipment workflows. Built with premium materials to balance durability, comfort, and clean finish.","Side Reins engineered for dependable daily use in training equipment workflows. Built with premium materials to balance durability, comfort, and clean finish. This product is designed for consistent performance and professional presentation.","120","33600","36960","/place holder/1.webp","/place holder/2.webp","55","false","true","side-reins|horse","","","0","0","pending_feature"
"horse-training-equipment-lunging-equipment-1","horse-training-equipment-lunging-equipment-1","EQM-0169","Heritage Lunging Equipment Edition","Horse","Horse > Training Equipment > Lunging Equipment","Lunging Equipment engineered for dependable daily use in training equipment workflows. Built with premium materials to balance durability, comfort, and clean finish.","Lunging Equipment engineered for dependable daily use in training equipment workflows. Built with premium materials to balance durability, comfort, and clean finish. This product is designed for consistent performance and professional presentation.","29","8120","8932","/place holder/1.webp","/place holder/2.webp","35","true","false","lunging-equipment|horse","","","0","0","pending_feature"
